case_id,request_id,category,modality,layer,M,source_route,source_sha256,token_count,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3
model_card_text_l44_m64,model_card,chart_document,text,44,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,64,512,64,512,77,42.04853045650409,3.7388244382816214,0.03466033935546875,0.265625,0.455078125,6.64935064935065,3.0,27.40000000000002,36,0.2857142857142857,0.4155844155844156,0.6233766233766234,1.1171875,0.1074041178505275,143,107,3.78125,0.796875,0.984375
model_card_text_l4_m128,model_card,chart_document,text,4,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,128,1024,128,1024,93,54.92759228464052,4.006015813964232,0.026201248168945312,0.2275390625,0.3681640625,11.010752688172044,7.0,39.39999999999995,67,0.12903225806451613,0.23655913978494625,0.45161290322580644,1.09375,0.1404893008465191,280,194,3.5,0.5625,0.9375
model_card_text_l24_m128,model_card,chart_document,text,24,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,128,1024,128,1024,93,50.74427651965685,3.926798833624191,0.028736114501953125,0.228515625,0.3984375,11.010752688172044,6.0,52.0,72,0.21505376344086022,0.3118279569892473,0.3978494623655914,1.47265625,0.35836517429087783,377,152,3.6171875,0.640625,0.9765625
model_card_text_l44_m128,model_card,chart_document,text,44,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,128,1024,128,1024,83,41.77305104725012,3.7322514198264223,0.03679847717285156,0.2880859375,0.451171875,12.337349397590362,6.0,50.19999999999993,93,0.20481927710843373,0.26506024096385544,0.4457831325301205,1.23046875,0.13364285464496878,315,232,3.71875,0.734375,0.984375
model_card_text_l4_m256,model_card,chart_document,text,4,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,256,2048,256,2048,102,55.22796672137521,4.011469468485737,0.02905130386352539,0.2607421875,0.37255859375,20.07843137254902,12.0,56.89999999999998,181,0.10784313725490197,0.19607843137254902,0.27450980392156865,1.259765625,0.17817917384802318,645,424,3.4921875,0.54296875,0.94921875
model_card_text_l24_m256,model_card,chart_document,text,24,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,256,2048,256,2048,102,57.77179141882952,4.056500618812641,0.02413320541381836,0.20751953125,0.34765625,20.07843137254902,12.0,82.19999999999982,128,0.14705882352941177,0.21568627450980393,0.29411764705882354,1.359375,0.2831559766787667,696,336,3.58203125,0.609375,0.97265625
model_card_text_l44_m256,model_card,chart_document,text,44,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,256,2048,256,2048,96,47.23177896822719,3.8550669492631955,0.030952930450439453,0.25439453125,0.40673828125,21.333333333333332,11.0,84.5,171,0.17708333333333334,0.2604166666666667,0.4270833333333333,1.23046875,0.14377043205676562,630,437,3.71875,0.7265625,0.9921875
model_card_text_l4_m512,model_card,chart_document,text,4,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,512,4096,512,4096,109,56.93401085029581,4.041892892796393,0.02830493450164795,0.265380859375,0.364990234375,37.57798165137615,26.0,100.39999999999995,365,0.09174311926605505,0.14678899082568808,0.2018348623853211,1.224609375,0.1449397731535305,1254,878,3.548828125,0.591796875,0.95703125
model_card_text_l24_m512,model_card,chart_document,text,24,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,512,4096,512,4096,108,61.55040411465081,4.1198564182409285,0.021077513694763184,0.17333984375,0.291259765625,37.925925925925924,22.5,124.19999999999993,208,0.12037037037037036,0.16666666666666666,0.25925925925925924,1.2822265625,0.18849553620494428,1313,843,3.61328125,0.6328125,0.98046875
model_card_text_l44_m512,model_card,chart_document,text,44,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,512,4096,512,4096,110,53.31855348362483,3.9762843659782354,0.026699185371398926,0.22802734375,0.3642578125,37.236363636363635,16.0,145.39999999999986,290,0.11818181818181818,0.20909090909090908,0.3181818181818182,1.0380859375,0.028928346178903563,1063,991,3.7734375,0.77734375,0.99609375
deep_field_vision_l4_m32,deep_field,natural,vision,4,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,32,256,32,256,49,30.18901894194327,3.4074782470643132,0.0478515625,0.34765625,0.53125,5.224489795918367,3.0,18.19999999999999,28,0.22448979591836735,0.4897959183673469,0.6938775510204082,1.1875,0.2390165396996618,76,38,3.59375,0.65625,0.9375
deep_field_vision_l24_m32,deep_field,natural,vision,24,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,32,256,32,256,46,29.71107777885374,3.3915199654524737,0.043701171875,0.2890625,0.5,5.565217391304348,3.0,15.75,23,0.32608695652173914,0.3695652173913043,0.6086956521739131,1.21875,0.1494619255446015,78,51,3.84375,0.84375,1.0
deep_field_vision_l44_m32,deep_field,natural,vision,44,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,32,256,32,256,47,25.47629798892094,3.2377485292895476,0.058441162109375,0.38671875,0.6171875,5.446808510638298,3.0,23.699999999999996,27,0.2765957446808511,0.48936170212765956,0.7446808510638298,1.25,0.19390115071860714,80,50,3.9375,0.9375,1.0
deep_field_vision_l4_m64,deep_field,natural,vision,4,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,64,512,64,512,68,40.920325625091735,3.7116268986542016,0.03385162353515625,0.26171875,0.427734375,7.529411764705882,4.5,27.249999999999993,41,0.19117647058823528,0.38235294117647056,0.5,1.2109375,0.19686879950553363,155,91,3.546875,0.609375,0.9375
deep_field_vision_l24_m64,deep_field,natural,vision,24,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,64,512,64,512,81,51.10581619446337,3.933898310585183,0.02593994140625,0.1953125,0.34375,6.320987654320987,4.0,20.0,29,0.2839506172839506,0.3950617283950617,0.5308641975308642,1.2890625,0.19910382714647903,165,101,3.609375,0.65625,0.953125
deep_field_vision_l44_m64,deep_field,natural,vision,44,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,64,512,64,512,80,44.68397476079947,3.799614930870905,0.03417205810546875,0.265625,0.458984375,6.4,3.0,30.099999999999994,35,0.2,0.375,0.625,1.046875,0.04521811290152432,134,120,3.828125,0.828125,1.0
deep_field_vision_l4_m128,deep_field,natural,vision,4,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,128,1024,128,1024,88,49.31651418974652,3.8982589983804234,0.0295562744140625,0.2216796875,0.3642578125,11.636363636363637,5.0,37.29999999999998,90,0.09090909090909091,0.25,0.4318181818181818,1.24609375,0.25062482952768517,319,173,3.515625,0.5546875,0.9609375
deep_field_vision_l24_m128,deep_field,natural,vision,24,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,128,1024,128,1024,104,67.43653561712374,4.211186942521273,0.019561767578125,0.166015625,0.2802734375,9.846153846153847,6.5,29.69999999999999,53,0.125,0.25961538461538464,0.4230769230769231,1.2265625,0.1942745859501282,314,199,3.546875,0.59375,0.953125
deep_field_vision_l44_m128,deep_field,natural,vision,44,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,128,1024,128,1024,97,59.910266317414106,4.092847881377459,0.024549484252929688,0.2109375,0.3623046875,10.556701030927835,7.0,39.599999999999966,73,0.10309278350515463,0.14432989690721648,0.38144329896907214,1.09375,0.05747632409985219,280,240,3.6953125,0.7109375,0.984375
deep_field_vision_l4_m256,deep_field,natural,vision,4,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,256,2048,256,2048,110,56.6339567087788,4.036608747167187,0.027405261993408203,0.2275390625,0.35693359375,18.618181818181817,8.0,66.64999999999999,183,0.05454545454545454,0.19090909090909092,0.3,1.25390625,0.22078089061364947,642,388,3.5703125,0.58984375,0.98046875
deep_field_vision_l24_m256,deep_field,natural,vision,24,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,256,2048,256,2048,115,76.12950679357436,4.332435926820509,0.017208576202392578,0.1474609375,0.2451171875,17.808695652173913,11.0,49.599999999999994,103,0.043478260869565216,0.09565217391304348,0.22608695652173913,1.22265625,0.20915771140980555,626,386,3.53515625,0.578125,0.95703125
deep_field_vision_l44_m256,deep_field,natural,vision,44,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,256,2048,256,2048,106,68.10781482367265,4.221091961691611,0.020451068878173828,0.18017578125,0.30615234375,19.32075471698113,12.5,64.0,130,0.05660377358490566,0.09433962264150944,0.16981132075471697,1.1328125,0.07948042948974923,580,472,3.75,0.7578125,0.9921875
deep_field_vision_l4_m512,deep_field,natural,vision,4,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,512,4096,512,4096,117,61.22073176343038,4.1144858864584135,0.02526068687438965,0.212890625,0.350830078125,35.00854700854701,17.0,136.5999999999998,339,0.042735042735042736,0.08547008547008547,0.15384615384615385,1.2275390625,0.18270463940472273,1257,826,3.587890625,0.6015625,0.986328125
deep_field_vision_l24_m512,deep_field,natural,vision,24,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,512,4096,512,4096,122,83.48812882034309,4.424704451933473,0.015791773796081543,0.14697265625,0.239013671875,33.57377049180328,24.0,91.89999999999998,194,0.02459016393442623,0.040983606557377046,0.09836065573770492,1.1904296875,0.1841046954300583,1219,757,3.51953125,0.55859375,0.9609375
deep_field_vision_l44_m512,deep_field,natural,vision,44,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.deep_field.npz,fe87bb1a9ecdec5c4e34b1014cad5b7203a23f9589feb5feb4cfaf30e28ce211,512,4096,512,4096,114,76.99206836577707,4.34370240831131,0.016975760459899902,0.146484375,0.251953125,35.92982456140351,25.0,109.69999999999999,215,0.03508771929824561,0.043859649122807015,0.09649122807017543,1.107421875,0.09153938704789057,1134,905,3.7265625,0.73828125,0.98828125
deep_field_text_l4_m32,deep_field,natural,text,4,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_17_deep_field.npz,8b08cfe83bc562fa0cb2c70fa3cd78d0d29fb763bdf4917cf396199bbf463ae5,32,256,32,256,63,44.6124949613747,3.798013975874265,0.02935791015625,0.23046875,0.3828125,4.063492063492063,3.0,10.899999999999999,18,0.2857142857142857,0.4603174603174603,0.7301587301587301,1.234375,0.1649899381401787,79,50,3.5625,0.65625,0.90625
deep_field_text_l24_m32,deep_field,natural,text,24,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_17_deep_field.npz,8b08cfe83bc562fa0cb2c70fa3cd78d0d29fb763bdf4917cf396199bbf463ae5,32,256,32,256,66,40.887221569426686,3.7108175831666403,0.033111572265625,0.234375,0.41796875,3.878787878787879,1.5,13.0,18,0.5,0.5454545454545454,0.7272727272727273,1.3125,0.26539512111660984,84,41,3.59375,0.59375,1.0
deep_field_text_l44_m32,deep_field,natural,text,44,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_17_deep_field.npz,8b08cfe83bc562fa0cb2c70fa3cd78d0d29fb763bdf4917cf396199bbf463ae5,32,256,32,256,74,51.66017597343498,3.9446871940388766,0.0263671875,0.22265625,0.359375,3.4594594594594597,2.0,11.349999999999994,17,0.32432432432432434,0.5540540540540541,0.7567567567567568,1.078125,0.05063078670631141,69,60,3.75,0.75,1.0
deep_field_text_l4_m64,deep_field,natural,text,4,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_17_deep_field.npz,8b08cfe83bc562fa0cb2c70fa3cd78d0d29fb763bdf4917cf396199bbf463ae5,64,512,64,512,84,50.63209226580502,3.924585609753794,0.028350830078125,0.232421875,0.384765625,6.095238095238095,4.0,20.849999999999994,38,0.25,0.4166666666666667,0.5833333333333334,1.15625,0.1280153875638589,148,109,3.59375,0.65625,0.9375
