experiment,request_id,dataset,policy,answer_tokens,reference_nll,kl_per_answer_token,nll_delta,first_answer_token_equal,teacher_forced_greedy_equal,short_greedy_exact,prediction,reference_prediction,benchmark_correct,reference_benchmark_correct,assignment_drop_fraction,max_rank_reduction_median,max_rank_reduction_p10,max_rank_reduction_p90,chosen_k_counts
semantic_ep_refined_quality_gqa8_20260911,gqa_4402,gqa,ep_refined_0.2_s0.05,7,3.5037059783935547,0.006417726166546345,-0.05864405632019043,True,1.0,True,screen,screen,False,False,0.16592920353982302,0.23025557994479823,0.20819630724154478,0.27635686347550753,"[71, 315, 972, 903, 480, 552, 997, 6558]"
semantic_ep_refined_quality_gqa8_20260911,gqa_4402,gqa,ep_refined_0.3_s0.05,7,3.5037059783935547,0.01440561655908823,-0.048364877700805664,True,1.0,True,screen,screen,False,False,0.252212389380531,0.32542992454936703,0.28207374476987446,0.3490366972477064,"[317, 833, 1498, 986, 446, 513, 873, 5382]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7729,gqa,stock,10,3.0264010429382324,9.087031571652915e-09,0.0,True,1.0,True,meringue,meringue,False,False,0.0,0.0,,,
semantic_ep_refined_quality_gqa8_20260911,gqa_7729,gqa,ep_refined_0.1_s0.05,10,3.0264010429382324,0.006198123097419739,0.04688835144042969,True,1.0,True,meringue,meringue,False,False,0.08849557522123894,0.14167853376168282,0.11344064676796473,0.1780229270027262,"[349, 252, 585, 360, 243, 532, 1407, 12544]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7729,gqa,ep_refined_0.2_s0.05,10,3.0264010429382324,0.005822647362947464,-0.009192466735839844,True,1.0,True,meringue,meringue,False,False,0.17699115044247787,0.23815697240583988,0.2113988780021199,0.3048550202250791,"[804, 573, 1345, 695, 471, 668, 1720, 9996]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7729,gqa,ep_refined_0.3_s0.05,10,3.0264010429382324,0.02605288289487362,0.02992725372314453,True,1.0,False,marshmallow,meringue,False,False,0.26548672566371684,0.33353153237511124,0.3011373533681196,0.3936266166725704,"[1312, 1294, 1363, 1250, 627, 1149, 1618, 7659]"
semantic_ep_refined_quality_gqa8_20260911,gqa_4096,gqa,stock,9,3.493652820587158,0.0,0.0,True,1.0,True,couch,couch,True,True,0.0,0.0,,,
semantic_ep_refined_quality_gqa8_20260911,gqa_4096,gqa,ep_refined_0.1_s0.05,9,3.493652820587158,0.0010896684834733605,0.06792783737182617,True,1.0,True,couch,couch,True,True,0.08849557522123894,0.15463519675730453,0.12029846719506902,0.1793721415788427,"[20, 707, 490, 363, 269, 456, 1517, 12450]"
semantic_ep_refined_quality_gqa8_20260911,gqa_4096,gqa,ep_refined_0.2_s0.05,9,3.493652820587158,0.0025028521195054054,0.055794477462768555,True,1.0,True,couch,couch,True,True,0.17699115044247787,0.24685927670480662,0.2067208620852633,0.3045781609996228,"[526, 1172, 1171, 608, 387, 625, 1628, 10155]"
semantic_ep_refined_quality_gqa8_20260911,gqa_4096,gqa,ep_refined_0.3_s0.05,9,3.493652820587158,0.007173005025833845,-0.1313157081604004,True,1.0,True,couch,couch,True,True,0.26548672566371684,0.3298272105764197,0.29063803184643106,0.39246429855233494,"[784, 2410, 1344, 633, 500, 1209, 1442, 7950]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7214,gqa,stock,9,3.7837414741516113,2.321892011991622e-08,0.0,True,1.0,True,no,no,True,True,0.0,0.0,,,
semantic_ep_refined_quality_gqa8_20260911,gqa_7214,gqa,ep_refined_0.1_s0.05,9,3.7837414741516113,0.0033921555150300264,0.028615713119506836,True,1.0,True,no,no,True,True,0.08598993288590603,0.14154589371980675,0.11100410201533799,0.172474261931998,"[285, 235, 508, 313, 223, 386, 1202, 11152]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7214,gqa,ep_refined_0.2_s0.05,9,3.7837414741516113,0.0028422267641872168,-0.05035066604614258,True,1.0,True,no,no,True,True,0.17407718120805368,0.24167022124602644,0.2059788612583644,0.2895999303469593,"[872, 860, 494, 352, 666, 645, 1490, 8925]"
semantic_ep_refined_quality_gqa8_20260911,gqa_7214,gqa,ep_refined_0.3_s0.05,9,3.7837414741516113,0.0036469234619289637,0.019955873489379883,True,1.0,True,no,no,True,True,0.2600671140939597,0.3304128881509253,0.2922982785715576,0.37353188760171563,"[1293, 1232, 1223, 579, 773, 599, 1369, 7236]"
semantic_ep_refined_quality_gqa8_20260911,gqa_1643,gqa,stock,9,2.676713228225708,0.0,0.0,True,1.0,True,plastic,plastic,False,False,0.0,0.0,,,
semantic_ep_refined_quality_gqa8_20260911,gqa_1643,gqa,ep_refined_0.1_s0.05,9,2.676713228225708,0.0017578337574377656,0.0004889965057373047,True,1.0,True,plastic,plastic,False,False,0.08902077151335312,0.15472465581977474,0.11711762465058137,0.17905626134301272,"[385, 273, 483, 379, 249, 535, 1439, 12433]"
semantic_ep_refined_quality_gqa8_20260911,gqa_1643,gqa,ep_refined_0.2_s0.05,9,2.676713228225708,0.0015066895866766572,-0.0028581619262695312,True,1.0,True,plastic,plastic,False,False,0.17804154302670624,0.2554158100927039,0.21578977400446114,0.3068615527767802,"[806, 639, 1181, 719, 470, 783, 1807, 9771]"
semantic_ep_refined_quality_gqa8_20260911,gqa_1643,gqa,ep_refined_0.3_s0.05,9,2.676713228225708,0.007553671952337027,0.0160672664642334,False,0.8888888955116272,True,plastic,plastic,False,False,0.26706231454005935,0.3477227836343696,0.2947951435246996,0.39037558685446005,"[1367, 1136, 2043, 909, 485, 705, 1459, 8072]"
semantic_ep_refined_quality_gqa8_20260911,gqa_6916,gqa,stock,12,2.1693177223205566,1.8517075650592574e-09,0.0,True,1.0,True,yes,yes,True,True,0.0,0.0,,,
semantic_ep_refined_quality_gqa8_20260911,gqa_6916,gqa,ep_refined_0.1_s0.05,12,2.1693177223205566,0.00793312769383192,0.08400940895080566,True,1.0,True,yes,yes,True,True,0.07725321888412018,0.13630364538297002,0.09979506374618394,0.17780753920288803,"[8, 26, 430, 287, 345, 644, 1079, 8365]"
semantic_ep_refined_quality_gqa8_20260911,gqa_6916,gqa,ep_refined_0.2_s0.05,12,2.1693177223205566,0.005574922077357769,-0.0043337345123291016,True,1.0,True,yes,yes,True,True,0.1609442060085837,0.22218035343035342,0.1937878970890204,0.27470338983050846,"[81, 289, 998, 863, 537, 523, 1000, 6893]"
semantic_ep_refined_quality_gqa8_20260911,gqa_6916,gqa,ep_refined_0.3_s0.05,12,2.1693177223205566,0.007936302572488785,0.10480570793151855,True,1.0,True,yes,yes,True,True,0.2446351931330472,0.3143666332079476,0.27378869686181123,0.3464470103436572,"[378, 777, 1478, 1011, 455, 452, 877, 5756]"
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,stock,7,4.996253490447998,0.0,0.0,True,1.0,True,blue,blue,True,True,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_full_0.1,7,4.996253490447998,0.0021096591372042894,-0.1354060173034668,True,1.0,True,blue,blue,True,True,0.0872093023255814,0.08692266327654175,0.06965508806262236,0.09952626583974702,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_coarse_0.1,7,4.996253490447998,0.0011503294808790088,-0.19023752212524414,True,1.0,True,blue,blue,True,True,0.0872093023255814,0.0887610722951443,0.07392364071691254,0.10326145552560648,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_full_0.2,7,4.996253490447998,0.0014821358490735292,-0.21549320220947266,True,1.0,True,blue,blue,True,True,0.1744186046511628,0.17490397158413207,0.14970350228819818,0.19486846645961087,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_coarse_0.2,7,4.996253490447998,0.0014821358490735292,-0.21549320220947266,True,1.0,True,blue,blue,True,True,0.1744186046511628,0.17490397158413207,0.14970350228819818,0.19486846645961087,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_full_0.3,7,4.996253490447998,0.0008693008567206562,-0.1921234130859375,True,1.0,True,blue,blue,True,True,0.2616279069767442,0.2581989247311828,0.23500040945429976,0.28239299299939263,
semantic_schedule_quality_gqa8_20260911,gqa_10288,gqa,semantic_coarse_0.3,7,4.996253490447998,0.0008693008567206562,-0.1921234130859375,True,1.0,True,blue,blue,True,True,0.2616279069767442,0.2581989247311828,0.23500040945429976,0.28239299299939263,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,stock,8,3.515533447265625,2.6193447411060333e-09,0.0,True,1.0,True,no,no,True,True,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_full_0.1,8,3.515533447265625,0.0019777617417275906,0.0533452033996582,True,1.0,True,no,no,True,True,0.08403361344537816,0.08102654867256637,0.06833779198747228,0.09277487612160176,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_coarse_0.1,8,3.515533447265625,0.0019777617417275906,0.0533452033996582,True,1.0,True,no,no,True,True,0.08403361344537816,0.08102654867256637,0.06833779198747228,0.09277487612160176,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_full_0.2,8,3.515533447265625,0.0018040041904896498,0.10226988792419434,True,1.0,True,no,no,True,True,0.17507002801120447,0.1660933503836317,0.14890902292978356,0.18515753871194982,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_coarse_0.2,8,3.515533447265625,0.0018040041904896498,0.10226988792419434,True,1.0,True,no,no,True,True,0.17507002801120447,0.1660933503836317,0.14890902292978356,0.18515753871194982,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_full_0.3,8,3.515533447265625,0.0038785061333328485,-0.009892463684082031,True,1.0,True,no,no,True,True,0.2661064425770308,0.255484479024625,0.22800702811244977,0.28199041811846687,
semantic_schedule_quality_gqa8_20260911,gqa_5691,gqa,semantic_coarse_0.3,8,3.515533447265625,0.0038785061333328485,-0.009892463684082031,True,1.0,True,no,no,True,True,0.2661064425770308,0.255484479024625,0.22800702811244977,0.28199041811846687,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,stock,7,3.5037059783935547,3.5378375784489435e-09,0.0,True,1.0,True,screen,screen,False,False,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_full_0.1,7,3.5037059783935547,0.004294490907341242,-0.0304105281829834,True,1.0,True,screen,screen,False,False,0.07964601769911504,0.08304500051488006,0.06487456322055536,0.0974373795761079,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_coarse_0.1,7,3.5037059783935547,0.004294490907341242,-0.0304105281829834,True,1.0,True,screen,screen,False,False,0.07964601769911504,0.08304500051488006,0.06487456322055536,0.0974373795761079,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_full_0.2,7,3.5037059783935547,0.03110812045633793,-0.10055088996887207,True,1.0,True,screen,screen,False,False,0.16592920353982302,0.15973276647433954,0.13376778489422375,0.18868494423791823,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_coarse_0.2,7,3.5037059783935547,0.002418911550194025,-0.014123916625976562,True,1.0,True,screen,screen,False,False,0.16592920353982302,0.16318564230939858,0.13937221159974503,0.17949541284403672,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_full_0.3,7,3.5037059783935547,0.00783255323767662,-0.03842473030090332,True,1.0,True,screen,screen,False,False,0.252212389380531,0.24067753760586524,0.22110102287093436,0.279059834900503,
semantic_schedule_quality_gqa8_20260911,gqa_4402,gqa,semantic_coarse_0.3,7,3.5037059783935547,0.011187531985342503,-0.04078531265258789,True,1.0,True,screen,screen,False,False,0.252212389380531,0.24488154025411973,0.21938700162137872,0.27414757497954456,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,stock,10,3.0264010429382324,9.087031571652915e-09,0.0,True,1.0,True,meringue,meringue,False,False,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_full_0.1,10,3.0264010429382324,0.009472338482737541,-0.032034873962402344,True,1.0,True,meringue,meringue,False,False,0.08849557522123894,0.0867069349976331,0.07395428666970355,0.10370205030496629,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_coarse_0.1,10,3.0264010429382324,0.006229414138942957,0.008470535278320312,True,1.0,True,meringue,meringue,False,False,0.08849557522123894,0.08443904298922889,0.07375132229750982,0.0966663716030805,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_full_0.2,10,3.0264010429382324,0.01458368357270956,0.026948928833007812,True,1.0,True,meringue,meringue,False,False,0.17699115044247787,0.17052641191462514,0.1504759914553729,0.1939323919554985,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_coarse_0.2,10,3.0264010429382324,0.00928393192589283,-0.05136275291442871,True,1.0,True,meringue,meringue,False,False,0.17699115044247787,0.16899274389732405,0.14885098942577224,0.189289314516129,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_full_0.3,10,3.0264010429382324,0.01749981939792633,-0.020841598510742188,True,1.0,True,meringue,meringue,False,False,0.26548672566371684,0.2555591824233925,0.22256071799141344,0.28670221946635643,
semantic_schedule_quality_gqa8_20260911,gqa_7729,gqa,semantic_coarse_0.3,10,3.0264010429382324,0.011385663412511349,0.013230323791503906,True,1.0,True,meringue,meringue,False,False,0.26548672566371684,0.2517244660101803,0.22686816280566283,0.2772900735288109,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,stock,9,3.493652820587158,0.0,0.0,True,1.0,True,couch,couch,True,True,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_full_0.1,9,3.493652820587158,0.0022329676430672407,0.044130563735961914,True,1.0,True,couch,couch,True,True,0.08849557522123894,0.08639776879883537,0.07041737062762031,0.10713298574944864,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_coarse_0.1,9,3.493652820587158,0.0022329676430672407,0.044130563735961914,True,1.0,True,couch,couch,True,True,0.08849557522123894,0.08639776879883537,0.07041737062762031,0.10713298574944864,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_full_0.2,9,3.493652820587158,0.002814945997670293,-0.14417695999145508,True,1.0,True,couch,couch,True,True,0.17699115044247787,0.17521555575787617,0.15462980109739372,0.2033781908990011,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_coarse_0.2,9,3.493652820587158,0.0033084203023463488,-0.057379722595214844,True,1.0,True,couch,couch,True,True,0.17699115044247787,0.16660005845616083,0.140719255169383,0.19684233115668784,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_full_0.3,9,3.493652820587158,0.0018649343401193619,-0.0869443416595459,True,1.0,True,couch,couch,True,True,0.26548672566371684,0.26107757356535344,0.2265578111209179,0.2879500465195995,
semantic_schedule_quality_gqa8_20260911,gqa_4096,gqa,semantic_coarse_0.3,9,3.493652820587158,0.0018649343401193619,-0.0869443416595459,True,1.0,True,couch,couch,True,True,0.26548672566371684,0.26107757356535344,0.2265578111209179,0.2879500465195995,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,stock,9,3.7837414741516113,2.321892011991622e-08,0.0,True,1.0,True,no,no,True,True,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_full_0.1,9,3.7837414741516113,0.005039992276579142,-0.05420351028442383,True,1.0,True,no,no,True,True,0.08598993288590603,0.08671725458025709,0.07074553039650873,0.10694487698536281,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_coarse_0.1,9,3.7837414741516113,0.004522818606346846,0.03736710548400879,True,1.0,True,no,no,True,True,0.08598993288590603,0.08487722705175493,0.06872456080460074,0.10574937810945272,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_full_0.2,9,3.7837414741516113,0.0036160731688141823,0.07880449295043945,True,1.0,True,no,no,True,True,0.17407718120805368,0.17461869118864531,0.15089881869542884,0.19140067502410804,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_coarse_0.2,9,3.7837414741516113,0.004507232923060656,-0.02754807472229004,True,1.0,True,no,no,True,True,0.17407718120805368,0.17365967365967366,0.15141669593724388,0.19697700814359528,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_full_0.3,9,3.7837414741516113,0.002718997420743108,0.15964961051940918,True,1.0,True,no,no,True,True,0.2600671140939597,0.2553074890279932,0.22653324287652646,0.2806580025758108,
semantic_schedule_quality_gqa8_20260911,gqa_7214,gqa,semantic_coarse_0.3,9,3.7837414741516113,0.0060302079655230045,-0.04641985893249512,True,1.0,True,no,no,True,True,0.2600671140939597,0.25549249280308906,0.22851985017977433,0.27851012451995816,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,stock,9,2.676713228225708,0.0,0.0,True,1.0,True,plastic,plastic,False,False,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_full_0.1,9,2.676713228225708,0.0017242971807718277,-0.023262500762939453,True,1.0,True,plastic,plastic,False,False,0.08902077151335312,0.08928638816559115,0.07508333092934635,0.10102301790281329,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_coarse_0.1,9,2.676713228225708,0.0015010733623057604,-0.029224395751953125,True,1.0,True,plastic,plastic,False,False,0.08902077151335312,0.08920766794728285,0.07093865218490863,0.10688278215413655,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_full_0.2,9,2.676713228225708,0.004207185003906488,-0.04431557655334473,True,1.0,True,plastic,plastic,False,False,0.17804154302670624,0.17189826886198445,0.1526909523463809,0.19388521436665002,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_coarse_0.2,9,2.676713228225708,0.0017095186049118638,-0.015426874160766602,True,1.0,True,plastic,plastic,False,False,0.17804154302670624,0.17631206746586997,0.147222555982586,0.20169637214005817,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_full_0.3,9,2.676713228225708,0.003463651519268751,-0.03321242332458496,True,1.0,True,plastic,plastic,False,False,0.26706231454005935,0.2626306449398984,0.22585812393340304,0.2877560848793253,
semantic_schedule_quality_gqa8_20260911,gqa_1643,gqa,semantic_coarse_0.3,9,2.676713228225708,0.005659500136971474,0.008460760116577148,True,1.0,True,plastic,plastic,False,False,0.26706231454005935,0.26420805534964176,0.22458044704706132,0.2945394377333492,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,stock,12,2.1693177223205566,1.8517075650592574e-09,0.0,True,1.0,True,yes,yes,True,True,0.0,0.0,,,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_full_0.1,12,2.1693177223205566,0.002138473792001605,0.06166481971740723,True,1.0,True,yes,yes,True,True,0.07725321888412018,0.07275037863621331,0.05542884693995202,0.08808871648332127,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_coarse_0.1,12,2.1693177223205566,0.007935235276818275,0.1284022331237793,True,1.0,True,yes,yes,True,True,0.07725321888412018,0.07419112673911737,0.05595804660186589,0.09055401607993131,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_full_0.2,12,2.1693177223205566,0.009862720966339111,-0.03629922866821289,True,0.9166666865348816,True,yes,yes,True,True,0.1609442060085837,0.1553787674487293,0.13356450309722592,0.17613052624136044,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_coarse_0.2,12,2.1693177223205566,0.0030144869815558195,-0.039865970611572266,True,1.0,True,yes,yes,True,True,0.1609442060085837,0.1518825293160363,0.1311230624460883,0.17229341317365277,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_full_0.3,12,2.1693177223205566,0.021140916272997856,0.1306157112121582,True,1.0,True,yes,yes,True,True,0.2446351931330472,0.23384216982417882,0.20244186046511628,0.26021229050279326,
semantic_schedule_quality_gqa8_20260911,gqa_6916,gqa,semantic_coarse_0.3,12,2.1693177223205566,0.002152778208255768,0.10342907905578613,True,1.0,True,yes,yes,True,True,0.2446351931330472,0.23596059113300494,0.19886363636363638,0.2575188139335767,
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,stock,3,0.006262354552745819,2.9322109185159206e-09,0.0,True,1.0,True,49,49,True,True,0.0,0.0,,,
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,semantic_full_0.4,3,0.006262354552745819,0.0032034986652433872,-0.00423106923699379,True,1.0,True,49,49,True,True,0.35290948275862066,0.3453331274239462,0.3226036518447045,0.3713074836122205,"[5040, 3600, 1200, 0, 0, 0, 0, 12432]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,semantic_coarse_0.4,3,0.006262354552745819,0.0008193985559046268,-0.0019751223735511303,True,1.0,True,49,49,True,True,0.35290948275862066,0.34658945279388076,0.32144693029782384,0.3711471900852982,"[6240, 2400, 0, 1200, 0, 0, 0, 12432]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,semantic_full_0.5,3,0.006262354552745819,0.0017433648463338614,-0.0034508274402469397,True,1.0,True,49,49,True,True,0.44989224137931033,0.4427013148336078,0.40825238248699414,0.4681711872216043,"[6480, 2400, 3600, 0, 0, 1200, 0, 8592]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,semantic_coarse_0.5,3,0.006262354552745819,0.0022663502022624016,-0.0036019340623170137,True,1.0,True,49,49,True,True,0.4404633620689655,0.42889325429648006,0.4015802020392749,0.46125564664547436,"[5040, 7200, 0, 0, 0, 0, 0, 10032]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,fixed_vision_k4,3,0.006262354552745819,0.005512479692697525,0.012324079871177673,True,1.0,True,49,49,True,True,0.4525862068965517,0.4347043954351624,0.3813741124027171,0.48625738309792527,"[0, 0, 0, 20160, 0, 0, 0, 2112]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,contribution_f0.4,3,0.006262354552745819,0.0009125172509811819,0.004017258994281292,True,1.0,True,49,49,True,True,0.3620689655172414,0.35121237536110333,0.31177306823076834,0.3937450543653469,"[1185, 2182, 3017, 3105, 2768, 2448, 2420, 5147]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_449,chartqa,contribution_f0.5,3,0.006262354552745819,5.374144166125916e-05,0.0008155941031873226,True,1.0,True,49,49,True,True,0.4525862068965517,0.4413301303063792,0.3878316367304919,0.4760536787986174,"[2019, 3475, 3917, 3324, 2456, 1925, 1558, 3598]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,stock,6,3.6317109334049746e-05,0.0,0.0,True,1.0,True,479.5,479.5,True,True,0.0,0.0,,,
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,semantic_full_0.4,6,3.6317109334049746e-05,6.816630047978833e-05,9.562283230479807e-05,True,1.0,True,479.5,479.5,True,True,0.35167714884696016,0.34154764773284746,0.3208273330165654,0.3746110068414361,"[5088, 3840, 1152, 0, 0, 0, 0, 12816]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,semantic_coarse_0.4,6,3.6317109334049746e-05,6.761100667063147e-05,8.897038060240448e-05,True,1.0,True,479.5,479.5,True,True,0.3527253668763103,0.34097768428754344,0.3229779306391516,0.36871722835919857,"[6432, 2496, 0, 1152, 0, 0, 0, 12816]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,semantic_full_0.5,6,3.6317109334049746e-05,0.00013417232548817992,0.00015936139971017838,True,1.0,True,479.5,479.5,True,True,0.44339622641509435,0.42946545573675016,0.40606802721088436,0.46450544464609805,"[6528, 2496, 3648, 0, 0, 1152, 0, 9072]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,semantic_coarse_0.5,6,3.6317109334049746e-05,0.00010757688141893595,0.00013866953668184578,True,1.0,True,479.5,479.5,True,True,0.4334381551362683,0.4174424803190831,0.3938417998574773,0.44510091585434725,"[5088, 7296, 0, 0, 0, 0, 0, 10512]"
proxy_quality_heldout32_highdrop_20260911,chartqa_heldout_913,chartqa,fixed_vision_k4,6,3.6317109334049746e-05,2.2282150894170627e-05,3.2674313843017444e-05,True,1.0,True,479.5,479.5,True,True,0.44549266247379454,0.42153513369227663,0.35971986984291604,0.45509912546601167,"[0, 0, 0, 20400, 0, 0, 0, 2496]"
