request_id,condition,rep,wave,layer,worker_dp_rank,ep_rank,total_assignments,local_rows,expert_ms,dispatch_ms,combine_ms,active_experts_local,expert_max_assignments_local,expert_mean_assignments_local,expert_load_cv_local,tiny_expert_fraction_local,expert_histogram
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,0,0,0,3506.0,2839,0.5436800122261047,0.5212159752845764,0.37225601077079773,11,1965.0,219.125,2.1732213754598284,0.2727272727272727,"[215, 3, 3, 598, 108, 3, 175, 18, 0, 0, 0, 237, 1965, 0, 181, 0]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,1,0,0,8700.0,5161,0.6907520294189453,0.4362240135669708,0.2850559949874878,15,2122.0,543.75,1.0601605982683735,0.2,"[10, 3, 625, 424, 2122, 3, 744, 851, 1350, 577, 4, 126, 0, 945, 784, 132]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,2,0,0,4872.0,3847,0.6052160263061523,0.3708159923553467,0.3945600092411041,14,2407.0,304.5,2.026388342228599,0.42857142857142855,"[49, 3, 4, 3, 10, 142, 3, 661, 368, 3, 1081, 134, 0, 0, 4, 2407]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,3,0,0,5355.0,3778,0.594048023223877,0.527616024017334,0.2865920066833496,13,763.0,334.6875,0.7941733875641555,0.07692307692307693,"[3, 218, 572, 99, 500, 544, 421, 632, 0, 740, 444, 230, 763, 189, 0, 0]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,4,0,0,6479.0,5732,0.6564800143241882,0.40832000970840454,0.30115199089050293,14,5361.0,404.9375,3.1704457396212726,0.21428571428571427,"[3, 353, 7, 3, 85, 47, 26, 7, 0, 0, 37, 203, 5361, 4, 75, 268]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,5,0,0,8275.0,5800,0.6991360187530518,0.43913599848747253,0.31043198704719543,14,5272.0,517.1875,2.485904008471049,0.42857142857142855,"[25, 3, 4, 3, 5272, 4, 86, 3, 158, 1503, 341, 0, 167, 705, 0, 1]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,6,0,0,2028.0,1989,0.47567999362945557,0.3620159924030304,0.4800960123538971,13,1462.0,126.75,2.806153015453344,0.6153846153846154,"[42, 3, 3, 361, 3, 3, 3, 4, 101, 0, 2, 0, 1462, 37, 0, 4]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,7,0,0,4114.0,3757,0.5951359868049622,0.3848319947719574,0.4134719967842102,15,2600.0,257.125,2.4279696106297437,0.4,"[30, 3, 5, 266, 3, 3, 19, 4, 1, 471, 371, 319, 18, 0, 1, 2600]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,8,0,0,5259.0,3991,0.6186559796333313,0.4224959909915924,0.31891199946403503,16,1682.0,328.6875,1.540753124493868,0.3125,"[3, 3, 69, 443, 658, 248, 240, 3, 6, 1682, 252, 1473, 2, 1, 65, 111]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,9,0,0,17162.0,6164,0.860863983631134,0.39577600359916687,0.2574400007724762,16,5370.0,1072.625,1.6181209484337005,0.3125,"[4552, 7, 5370, 3, 3, 3, 1408, 3, 225, 28, 220, 980, 4, 3686, 648, 22]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,10,0,0,14171.0,5958,0.7798399925231934,0.4264959990978241,0.2559039890766144,14,4481.0,885.6875,1.6374695803148345,0.35714285714285715,"[1211, 4481, 3, 168, 3, 3088, 3514, 7, 1, 1657, 1, 0, 21, 4, 12, 0]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,11,0,0,8164.0,5201,0.7745919823646545,0.44470399618148804,0.2491839975118637,13,2404.0,510.25,1.5224308121296894,0.3076923076923077,"[52, 3, 3, 2404, 1478, 3, 441, 188, 21, 4, 0, 0, 0, 234, 1580, 1753]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,12,0,0,6756.0,5640,0.6726400256156921,0.3208959996700287,0.3250879943370819,15,4629.0,422.25,2.729793304288335,0.4,"[18, 356, 45, 3, 51, 4, 3, 3, 1597, 6, 4, 4629, 0, 3, 25, 9]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,13,0,0,4488.0,3696,0.5882239937782288,0.6846399903297424,0.35679998993873596,14,1613.0,280.5,1.6583385012191412,0.35714285714285715,"[585, 104, 4, 3, 3, 4, 39, 3, 0, 0, 8, 546, 416, 1137, 1613, 23]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,14,0,0,11478.0,6031,0.7605760097503662,0.4481920003890991,0.2731199860572815,15,5225.0,717.375,1.9436840368760944,0.06666666666666667,"[43, 8, 5225, 3, 705, 1214, 126, 5, 13, 820, 48, 87, 0, 12, 3059, 110]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,15,0,0,9903.0,5777,0.6877440214157104,0.5497599840164185,0.29843199253082275,16,4713.0,618.9375,1.936687005830137,0.25,"[1168, 3, 4713, 27, 4, 114, 3, 3, 78, 9, 72, 361, 8, 677, 2163, 500]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,16,0,0,956.0,920,0.40780800580978394,0.4060800075531006,0.5292800068855286,15,397.0,59.75,1.744569186656118,0.3333333333333333,"[3, 24, 4, 11, 65, 3, 397, 11, 32, 7, 141, 0, 214, 39, 2, 3]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,17,0,0,3593.0,3343,0.546720027923584,0.4318079948425293,0.3922559916973114,15,2678.0,224.5625,2.8612509458879285,0.3333333333333333,"[50, 109, 24, 427, 3, 4, 18, 3, 15, 12, 0, 2, 202, 2678, 43, 3]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,18,0,0,3252.0,3058,0.5308480262756348,0.34172800183296204,0.46009600162506104,15,1664.0,203.25,2.444282658707225,0.6,"[14, 3, 4, 1664, 3, 3, 3, 5, 167, 2, 2, 0, 1346, 34, 1, 1]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,19,0,0,3162.0,2865,0.5237759947776794,0.4113920032978058,0.40348801016807556,14,2054.0,197.625,2.513741195494579,0.42857142857142855,"[37, 16, 3, 144, 3, 3, 4, 10, 1, 512, 2054, 162, 4, 0, 0, 209]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,20,0,0,8815.0,5210,0.6743999719619751,0.43878400325775146,0.3684479892253876,15,1669.0,550.9375,1.0054050081573827,0.2,"[621, 3, 343, 592, 1099, 750, 940, 3, 0, 1669, 1371, 1258, 2, 76, 61, 27]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,21,0,0,16515.0,6083,0.8557760119438171,0.42796799540519714,0.25494399666786194,16,5368.0,1032.1875,1.4067461925593214,0.3125,"[1541, 3, 5368, 3, 3, 8, 1460, 3, 818, 20, 347, 2211, 4, 3263, 909, 554]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,22,0,0,9202.0,5362,0.7055360078811646,0.43065598607063293,0.2762880027294159,14,3536.0,575.125,1.813117291857307,0.35714285714285715,"[681, 3536, 3, 177, 3, 131, 226, 7, 1510, 219, 3, 0, 2701, 1, 4, 0]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,23,0,0,11653.0,5854,0.7745919823646545,0.4561919867992401,0.24060800671577454,14,5109.0,728.3125,1.9023483632684997,0.07142857142857142,"[35, 6, 7, 788, 3289, 272, 1060, 128, 5, 2, 0, 9, 0, 454, 5109, 489]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,24,0,0,6646.0,5768,0.6668800115585327,0.47571200132369995,0.3873920142650604,14,5190.0,415.375,3.013986029289321,0.42857142857142855,"[30, 770, 6, 3, 3, 3, 3, 3, 553, 37, 4, 5190, 0, 0, 22, 19]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,25,0,0,8360.0,5293,0.7092800140380859,0.4275520145893097,0.29046401381492615,15,2886.0,522.5,1.7363749091545195,0.26666666666666666,"[738, 450, 5, 3, 3, 3, 22, 5, 96, 0, 1, 10, 2122, 2886, 1987, 29]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,26,0,0,8470.0,5723,0.6969599723815918,0.5622720122337341,0.31622400879859924,16,4977.0,529.375,2.255729132356034,0.1875,"[60, 8, 4977, 3, 606, 1013, 47, 17, 36, 967, 12, 4, 192, 169, 356, 3]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,27,0,0,10782.0,5858,0.749343991279602,0.4310080111026764,0.26185598969459534,16,3360.0,673.875,1.5716431005440803,0.25,"[160, 3, 3360, 18, 3, 582, 4, 3, 220, 15, 41, 3181, 793, 304, 1534, 561]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,28,0,0,3195.0,2485,0.49647998809814453,0.41068801283836365,0.4123519957065582,16,1008.0,199.6875,1.552684837520933,0.3125,"[3, 33, 3, 14, 583, 3, 748, 422, 23, 15, 1008, 31, 281, 24, 1, 3]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,29,0,0,9974.0,5734,0.7334399819374084,0.3718079924583435,0.3468160033226013,14,5430.0,623.375,2.1906210505300465,0.2857142857142857,"[25, 78, 19, 1575, 9, 4, 13, 3, 10, 1, 0, 0, 1674, 5430, 1131, 2]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,30,0,0,3204.0,2634,0.5128960013389587,0.3697279989719391,0.4938879907131195,14,1714.0,200.25,2.091001169553859,0.21428571428571427,"[130, 4, 4, 122, 7, 3, 1714, 5, 55, 491, 0, 0, 221, 429, 10, 9]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,31,0,0,3542.0,3193,0.5564479827880859,0.3607040047645569,0.43702399730682373,15,2303.0,221.375,2.525795084609942,0.26666666666666666,"[42, 19, 4, 178, 5, 3, 24, 21, 1, 274, 2303, 609, 19, 0, 2, 38]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,32,0,0,14157.0,5893,0.800000011920929,0.4151040017604828,0.2523840069770813,15,2297.0,884.8125,0.9759341804170606,0.2,"[751, 3, 2297, 1752, 1311, 1720, 1777, 3, 0, 316, 2218, 1615, 1, 278, 37, 78]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,33,0,0,13816.0,5765,0.8203840255737305,0.4557119905948639,0.2539199888706207,16,3524.0,863.5,1.3004729882122275,0.25,"[870, 3, 3524, 3, 850, 4, 114, 5, 232, 17, 206, 1033, 4, 3014, 1654, 2283]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,34,0,0,7789.0,5023,0.6696640253067017,0.34163200855255127,0.3424000144004822,14,4082.0,486.8125,2.104901090736126,0.21428571428571427,"[731, 4082, 25, 249, 17, 1756, 4, 256, 291, 307, 60, 0, 2, 1, 8, 0]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,35,0,0,8583.0,5360,0.6987839937210083,0.4882560074329376,0.3444159924983978,14,2823.0,536.4375,1.6010055291662375,0.0,"[49, 6, 6, 755, 307, 290, 2501, 233, 11, 16, 0, 212, 0, 247, 1127, 2823]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,36,0,0,5965.0,5595,0.6702719926834106,0.4509119987487793,0.36739200353622437,14,5270.0,372.8125,3.3966059931301875,0.2857142857142857,"[30, 246, 13, 3, 6, 3, 3, 126, 160, 43, 4, 5270, 0, 0, 43, 15]"
qwen_ep8_hetero_512_1k_2k_4k_rep1,hetero_512_1k_2k_4k,1,7,37,0,0,8111.0,5288,0.6856319904327393,0.43193599581718445,0.329120010137558,15,3125.0,506.9375,1.7986878356895508,0.2,"[621, 326, 31, 3, 5, 3, 25, 5, 3, 0, 15, 167, 1704, 2055, 3125, 23]"
